seller_id,seller_state,delivered_orders,gmv,avg_delivery_delay_days,avg_review_score,late_delivery_rate,severe_delay_rate,poor_review_rate,sla_risk_score
8b321bb669392f5163d04c59e235e066,SP,930,31186.94000000001,-9.948387096774194,4.10475161987041,0.0870967741935483,0.0344086021505376,0.1408602150537634,8182.379956989251
850f4f8af5ea87287ac68de36e29107f,SP,186,48382.72,-14.758064516129032,4.295081967213115,0.0483870967741935,0.0268817204301075,0.0913978494623656,8063.786666666668
d2374cbcbb3ca4ab1086534108cc3ab7,SP,514,30370.230000000007,-14.80544747081712,3.7799607072691552,0.0525291828793774,0.0194552529182879,0.1926070038910506,8035.702879377433
cd68562d3f44870c08922d380acae552,SP,122,20279.86,-8.19672131147541,4.016528925619835,0.1557377049180328,0.0737704918032786,0.1639344262295081,7978.96131147541
900ba814c251a692506d7834c1218441,SP,86,31167.46,-8.593023255813954,4.226190476190476,0.1395348837209302,0.0348837209302325,0.0813953488372093,7973.071162790698
a416b6a846a11724393025641d4edd5e,SP,157,27865.799999999996,-10.248407643312104,4.2165605095541405,0.10828025477707,0.0318471337579617,0.1401273885350318,7809.523566878979
7178f9f4dd81dcef02f62acdf8151e01,SC,202,41180.44,-18.480198019801986,4.059701492537314,0.0346534653465346,0.0099009900990099,0.1435643564356435,7746.815445544555
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,155,29052.620000000003,-10.63225806451613,4.189542483660131,0.1161290322580645,0.0451612903225806,0.1032258064516129,7684.886580645162
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,463,39283.93,-13.34341252699784,4.130151843817788,0.0475161987041036,0.019438444924406,0.1274298056155507,7636.185097192225
e59aa562b9f8076dd550fcddf0e73491,PR,69,32876.37,-11.826086956521738,4.260869565217392,0.0869565217391304,0.0434782608695652,0.1014492753623188,7623.506086956522
8f2ce03f928b567e3d56181ae20ae952,SP,151,24969.800000000003,-9.019867549668874,4.1466666666666665,0.1258278145695364,0.0596026490066225,0.119205298013245,7606.6940397351
a49928bcdf77c55c6d6e05e09a9b4ca5,SP,96,10373.820000000002,-4.447916666666667,3.03125,0.21875,0.1041666666666666,0.40625,7564.2437500000015
001cca7ae9ae17fb1caed9dfb1094831,ES,195,33142.899999999994,-12.882051282051282,4.0625,0.0615384615384615,0.0256410256410256,0.1384615384615384,7478.397948717948
16090f2ca825584b5a147ab24aa30c86,SP,398,30984.02,-9.698492462311558,4.088383838383838,0.0804020100502512,0.0276381909547738,0.1306532663316583,7395.683165829146
6039e27294dc75811c0d8a39069f52c0,SP,63,15835.52,-7.333333333333333,3.7301587301587302,0.1746031746031746,0.0952380952380952,0.1904761904761904,7289.366349206349
1554a68530182680ad5c8b042c3ab563,MG,246,35714.56,-13.861788617886178,4.331967213114754,0.0609756097560975,0.040650406504065,0.1016260162601626,7259.056910569105
37be5a7c751166fbc5f8ccba4119e043,SP,269,60756.76000000001,-13.479553903345725,4.323308270676692,0.0260223048327137,0.0037174721189591,0.0892193308550185,7227.56996282528
f45122a9ab94eb4f3f8953578bc0c560,SP,184,25043.87,-10.331521739130435,3.972826086956522,0.0706521739130434,0.0434782608695652,0.1739130434782608,7213.723423913043
966cb4760537b1404caedd472cc610a5,SP,67,47432.57,-15.537313432835822,4.119402985074627,0.0298507462686567,0.0,0.1194029850746268,7079.488059701492
0dd184061fb0eaa7ca37932c68ab91c5,SP,161,23766.42,-10.490683229813664,4.03125,0.1055900621118012,0.0496894409937888,0.1366459627329192,6938.023229813664
8e6d7754bc7e0f22c96d255ebda59eba,SP,84,15793.35,-6.0476190476190474,3.6011904761904763,0.1309523809523809,0.0357142857142857,0.2619047619047619,6768.578571428571
0b90b6df587eb83608a64ea8b390cf07,PR,163,32090.94,-18.404907975460123,4.033950617283951,0.0368098159509202,0.0061349693251533,0.1656441717791411,6693.8157055214715
431af27f296bc6519d890aa5a05fdb11,SP,116,15103.049999999996,-7.25,3.8,0.1379310344827586,0.0689655172413793,0.2327586206896551,6640.134051724137
